product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
519,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",923.82,22.68,electronics,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,905,Puce,small,3.0,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,2013-09-07,1.1,767,vitae ipsum aliquam non mauris morbi non lectus aliquam sit,1.9,552,express,12.36
520,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",165.28,37.76,electronics,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,153,Red,large,0.8,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2020-10-23,3.0,451,proin at turpis a pede posuere nonummy integer non velit donec,1.9,268,free,35.41
521,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,927.51,28.45,toys,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,338,Aquamarine,small,1.3,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2011-04-01,4.3,943,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,4.3,998,express,19.22
522,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",671.09,17.6,beauty,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,902,Maroon,large,5.9,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2016-02-01,4.3,954,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,2.4,79,free,13.89
523,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",193.64,16.95,clothing,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,221,Orange,medium,9.0,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,2017-09-19,4.2,902,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,4.8,221,free,3.09
524,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,308.11,15.23,clothing,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,247,Purple,extra large,4.5,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,2017-10-04,3.2,146,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,3.0,254,express,45.66
525,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,739.3,30.04,home decor,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,163,Indigo,large,3.9,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,2021-04-02,4.9,95,duis at velit eu est congue elementum in hac habitasse,1.6,357,free,0.85
526,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",709.38,40.47,home decor,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,9,Pink,large,7.0,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,2017-09-23,1.5,381,cras pellentesque volutpat dui maecenas tristique est et tempus semper est,1.8,477,free,13.26
527,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,Nulla mollis molestie lorem.,670.14,25.2,toys,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,418,Turquoise,small,8.2,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,2015-03-09,3.2,131,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,2.0,790,free,9.52
528,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,892.52,21.74,clothing,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,310,Fuscia,large,1.5,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,2021-06-04,1.5,53,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,4.2,744,standard,40.87
529,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",97.78,29.9,beauty,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,396,Violet,large,8.8,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,2017-01-04,3.7,336,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,2.1,353,free,13.8
530,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,631.69,31.1,electronics,dui proin leo odio porttitor id consequat in consequat ut,439,Orange,large,2.7,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,2021-03-07,2.6,235,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,4.4,981,free,13.13
531,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",884.46,39.63,electronics,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,622,Violet,extra large,0.4,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,2019-01-23,1.9,904,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,4.7,67,express,14.93
532,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",454.86,39.81,clothing,praesent lectus vestibulum quam sapien varius ut blandit non interdum,765,Fuscia,medium,8.7,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,2019-01-18,2.6,37,sagittis nam congue risus semper porta volutpat quam pede lobortis,4.1,355,standard,28.23
533,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",190.28,1.53,beauty,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,331,Puce,extra large,2.9,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,2018-09-12,3.1,321,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,3.1,580,express,11.04
534,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",623.34,13.8,beauty,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,399,Orange,medium,4.8,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,2016-03-16,1.2,297,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,3.2,540,express,16.86
535,et eros vestibulum ac est lacinia nisi venenatis tristique fusce,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",250.44,12.64,beauty,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,392,Yellow,medium,9.0,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2015-10-02,3.4,838,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,2.3,202,express,5.71
536,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,Fusce consequat.,592.25,5.55,electronics,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,995,Fuscia,extra large,5.1,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,2022-11-15,4.5,4,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,4.4,207,free,30.8
537,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",419.4,29.88,electronics,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,481,Khaki,small,2.9,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2021-09-26,4.3,936,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,4.4,539,standard,43.39
538,quis orci eget orci vehicula condimentum curabitur in libero ut massa,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",305.13,16.91,beauty,diam erat fermentum justo nec condimentum neque sapien placerat ante,135,Turquoise,extra large,2.5,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,2012-11-05,3.6,529,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2.1,861,express,44.52
539,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,276.2,47.74,clothing,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,969,Turquoise,extra large,1.0,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,2022-03-10,1.6,175,proin at turpis a pede posuere nonummy integer non velit donec,4.4,541,free,5.32
540,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",154.79,37.45,electronics,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,11,Yellow,large,1.0,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2019-12-22,2.4,693,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,1.8,536,free,13.2
541,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",234.37,10.8,electronics,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,985,Turquoise,large,9.7,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,2017-01-31,2.2,964,mi integer ac neque duis bibendum morbi non quam nec,1.7,987,standard,38.09
542,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",815.48,29.09,beauty,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,765,Red,medium,9.2,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,2012-01-18,4.1,375,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,4.7,523,free,45.9
543,cursus vestibulum proin eu mi nulla ac enim in tempor turpis,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",544.03,39.6,beauty,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,250,Pink,small,4.7,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2010-01-27,1.3,33,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,3.0,431,free,7.65
544,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",951.63,18.5,clothing,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,566,Mauv,extra large,6.3,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2020-12-01,4.1,718,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,4.2,917,express,10.86
545,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,246.23,37.59,home decor,lobortis vel dapibus at diam nam tristique tortor eu pede,791,Khaki,extra large,9.2,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,2018-12-10,2.1,967,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,1.8,640,express,2.25
546,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",241.89,32.16,toys,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,581,Purple,medium,8.0,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2013-03-24,2.3,999,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,4.7,458,express,36.38
547,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,295.53,45.55,electronics,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,879,Turquoise,large,8.2,nulla suscipit ligula in lacus curabitur at ipsum ac tellus,2019-07-04,1.8,108,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,2.9,823,standard,18.04
548,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",62.07,34.89,electronics,non pretium quis lectus suspendisse potenti in eleifend quam a,744,Crimson,medium,1.1,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,2018-12-11,3.7,559,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,4.0,370,free,40.98
549,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",438.1,23.54,beauty,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,663,Crimson,large,3.7,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,2021-02-22,4.7,10,suscipit nulla elit ac nulla sed vel enim sit amet nunc,2.2,816,standard,38.4
550,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Praesent id massa id nisl venenatis lacinia.,789.83,2.82,clothing,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,530,Teal,extra large,7.2,in est risus auctor sed tristique in tempus sit amet sem,2010-04-22,3.0,347,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,1.8,191,free,13.79
551,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,956.74,10.33,toys,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,461,Red,extra large,1.0,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,2022-10-31,2.0,686,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,1.6,646,express,0.22
552,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",807.64,26.79,home decor,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,848,Blue,extra large,3.6,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2022-08-22,3.1,729,ante vivamus tortor duis mattis egestas metus aenean fermentum donec,4.2,838,free,34.85
553,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",664.76,6.96,home decor,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,477,Crimson,small,9.0,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2010-05-10,2.3,187,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,3.6,752,express,1.09
554,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",227.06,41.27,clothing,ut nunc vestibulum ante ipsum primis in faucibus orci luctus,251,Mauv,small,3.5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus,2013-10-26,1.8,551,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,1.0,700,standard,10.3
555,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,652.39,4.88,electronics,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,241,Violet,extra large,4.5,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,2013-08-09,2.2,831,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,3.2,635,standard,11.41
556,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",861.08,0.77,home decor,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,946,Pink,medium,8.3,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,2016-07-15,1.1,2,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,2.4,706,express,36.72
557,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,Nulla tellus.,826.78,12.56,clothing,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,55,Blue,small,3.1,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,2019-10-17,2.5,222,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,4.7,802,free,47.67
558,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",600.29,21.53,electronics,est et tempus semper est quam pharetra magna ac consequat,435,Teal,large,10.0,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,2021-08-16,3.8,887,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,3.7,621,free,35.84
559,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",34.14,2.49,toys,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,532,Fuscia,medium,8.9,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,2020-05-27,1.7,901,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,3.0,362,free,25.93
560,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,698.1,23.08,toys,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,423,Red,medium,1.5,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,2019-09-30,1.7,493,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2.7,233,free,13.63
561,a odio in hac habitasse platea dictumst maecenas ut massa,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.",414.52,28.97,toys,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,367,Yellow,medium,2.8,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2010-02-04,3.9,568,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,1.0,363,express,44.86
